,tb,rbi,sb,sh,sf,ibb,WPA,avg,obp,slg,ops,power_barrel,contact_barrel,clutch_barrel,xh,babib,pitch/pa,cq,b/k,IsoP,IsoD,hr%,kk%,bb%,xh/h,ueqr,wOBA,obp_label,slg_label,ops_label,ops_mean,avg_mean,obp_mean,slg_mean,power_barrel_mean,contact_barrel_mean,clutch_barrel_mean
1786,0.347,0.099,0.0,0.0,0.0,0.0,0.005,0.326,0.434,0.393,0.827,0.05,0.149,0.01,0.04,0.373,4.14,0.329,0.923,0.067,0.10799999999999998,0.01,0.129,0.119,0.138,0.844,0.402,0.30303030303030304,0.3,0.603030303030303,0.8100789473684212,0.2702105263157895,0.3677631578947369,0.4423157894736842,0.08492105263157894,0.09655263157894736,0.03034210526315789
1787,0.735,0.241,0.012,0.0,0.0,0.0,0.012,0.325,0.381,0.792,1.173,0.193,0.036,0.108,0.181,0.312,3.75,0.531,0.316,0.467,0.055999999999999994,0.12,0.229,0.072,0.6,1.153,0.483,0.17647058823529413,0.125,0.30147058823529416,0.9355000000000001,0.3070416666666666,0.355,0.5804999999999999,0.11920833333333332,0.06566666666666666,0.04691666666666667
1788,0.291,0.087,0.049,0.0,0.019,0.0,-0.006,0.261,0.32,0.326,0.646,0.039,0.078,0.0,0.049,0.286,3.77,0.256,0.9,0.065,0.059,0.0,0.097,0.087,0.208,0.713,0.292,0.4166666666666667,0.5625,0.9791666666666667,0.7736857142857144,0.31908571428571436,0.37854285714285724,0.395142857142857,0.0270857142857143,0.13951428571428573,0.0014285714285714286
1789,0.5,0.238,0.0,0.0,0.012,0.0,0.013,0.313,0.42,0.597,1.017,0.125,0.112,0.025,0.112,0.348,3.86,0.45,0.706,0.284,0.10699999999999998,0.062,0.212,0.15,0.429,0.994,0.436,0.3023255813953488,0.2894736842105263,0.5917992656058751,0.8778888888888889,0.27444444444444444,0.38455555555555554,0.4933333333333334,0.08866666666666666,0.10222222222222221,0.02233333333333333
1790,0.436,0.09,0.0,0.0,0.0,0.0,-0.001,0.28,0.308,0.453,0.761,0.128,0.064,0.013,0.103,0.328,3.55,0.345,0.2,0.173,0.02799999999999997,0.026,0.192,0.038,0.381,0.763,0.327,0.3055555555555556,0.375,0.6805555555555556,0.7604871794871794,0.2834102564102564,0.34099999999999997,0.41948717948717945,0.07479487179487179,0.09351282051282053,0.01676923076923078
1791,0.333,0.111,0.0,0.0,0.0,0.016,-0.002,0.254,0.312,0.356,0.6679999999999999,0.079,0.079,0.016,0.032,0.277,3.83,0.282,0.4,0.10199999999999998,0.057999999999999996,0.032,0.159,0.063,0.133,0.672,0.31,0.46153846153846156,0.6111111111111112,1.0726495726495728,0.9830000000000001,0.34419512195121943,0.4265121951219514,0.5564878048780487,0.09029268292682929,0.11339024390243907,0.024341463414634154
1792,0.275,0.069,0.049,0.029,0.0,0.0,-0.004,0.213,0.32,0.315,0.635,0.01,0.137,0.0,0.049,0.243,4.05,0.239,0.929,0.10200000000000001,0.10700000000000001,0.01,0.137,0.127,0.263,0.695,0.297,0.35714285714285715,0.1,0.4571428571428572,0.7707272727272726,0.3004772727272727,0.36395454545454553,0.4067727272727272,0.03388636363636363,0.1375227272727273,0.0008181818181818182
1793,0.55,0.18,0.01,0.0,0.0,0.0,0.012,0.367,0.441,0.611,1.052,0.11,0.07,0.05,0.13,0.448,4.05,0.471,0.5,0.244,0.07400000000000001,0.03,0.2,0.1,0.394,1.044,0.459,0.40476190476190477,0.65,1.0547619047619048,0.9877317073170728,0.3292926829268292,0.39046341463414624,0.597268292682927,0.11812195121951215,0.06897560975609755,0.038414634146341456
1794,0.48,0.1,0.02,0.0,0.0,0.0,0.003,0.419,0.5,0.558,1.058,0.12,0.08,0.04,0.12,0.545,4.42,0.491,0.7,0.13900000000000007,0.08100000000000002,0.0,0.2,0.14,0.333,1.038,0.466,0.5128205128205128,0.53125,1.0440705128205128,0.937575,0.34089999999999987,0.41332500000000005,0.52425,0.10040000000000002,0.08637500000000001,0.033850000000000005
1795,0.229,0.06,0.0,0.012,0.012,0.0,-0.017,0.212,0.238,0.237,0.475,0.084,0.096,0.012,0.024,0.262,3.29,0.222,0.125,0.024999999999999994,0.025999999999999995,0.0,0.193,0.024,0.118,0.494,0.219,0.3333333333333333,0.4838709677419355,0.8172043010752688,0.633421052631579,0.2548947368421053,0.28442105263157896,0.34900000000000003,0.0741578947368421,0.11126315789473686,0.015421052631578952
1796,0.322,0.119,0.051,0.017,0.0,0.0,0.004,0.255,0.305,0.345,0.6499999999999999,0.034,0.034,0.0,0.051,0.289,3.81,0.276,0.444,0.08999999999999997,0.04999999999999999,0.017,0.153,0.068,0.214,0.695,0.292,0.2727272727272727,0.3333333333333333,0.606060606060606,0.7364444444444446,0.3068333333333333,0.33372222222222225,0.40272222222222215,0.02477777777777778,0.10411111111111111,0.0
1797,0.357,0.089,0.027,0.0,0.009,0.0,0.001,0.29,0.357,0.4,0.757,0.062,0.125,0.018,0.062,0.329,3.66,0.312,0.733,0.11000000000000004,0.067,0.009,0.134,0.098,0.241,0.784,0.337,0.3611111111111111,0.5882352941176471,0.9493464052287581,0.8696060606060606,0.33312121212121215,0.4016060606060606,0.4679999999999999,0.08733333333333329,0.13484848484848486,0.01696969696969698
1798,0.345,0.0,0.018,0.036,0.0,0.0,0.001,0.326,0.436,0.413,0.849,0.073,0.091,0.0,0.073,0.366,4.18,0.322,1.8,0.08699999999999997,0.10999999999999999,0.0,0.091,0.164,0.267,0.879,0.388,0.47058823529411764,0.9285714285714286,1.3991596638655461,0.6455483870967743,0.23596774193548387,0.33096774193548384,0.3145806451612903,0.061903225806451606,0.08016129032258063,0.002935483870967742
1799,0.392,0.127,0.013,0.013,0.013,0.0,-0.006,0.284,0.333,0.419,0.752,0.051,0.152,0.0,0.089,0.286,4.32,0.283,1.0,0.135,0.049000000000000044,0.013,0.051,0.051,0.333,0.75,0.338,0.2647058823529412,0.24242424242424243,0.5071301247771836,0.7299142857142861,0.28168571428571426,0.3547428571428571,0.3751714285714286,0.03248571428571429,0.1085142857142857,0.0006571428571428571
1800,0.353,0.071,0.0,0.0,0.0,0.012,-0.008,0.26,0.329,0.39,0.7190000000000001,0.059,0.118,0.012,0.082,0.306,3.6,0.302,0.571,0.13,0.069,0.012,0.165,0.094,0.35,0.724,0.323,0.2692307692307692,0.30434782608695654,0.5735785953177257,0.7517222222222223,0.2764444444444444,0.32599999999999996,0.42572222222222217,0.06038888888888889,0.10955555555555557,0.011444444444444448
1801,0.233,0.068,0.014,0.027,0.0,0.014,0.0,0.215,0.32,0.262,0.5820000000000001,0.027,0.178,0.0,0.041,0.259,4.1,0.224,0.727,0.047000000000000014,0.10500000000000001,0.0,0.151,0.11,0.214,0.628,0.29,0.3783783783783784,0.5357142857142857,0.9140926640926641,0.7417750000000002,0.26725,0.3592749999999999,0.38249999999999995,0.037825000000000004,0.13369999999999999,0.00205
1802,0.327,0.158,0.0,0.0,0.069,0.0,0.003,0.306,0.347,0.388,0.735,0.079,0.069,0.0,0.069,0.321,3.83,0.309,0.818,0.08200000000000002,0.04099999999999998,0.0,0.109,0.089,0.269,0.787,0.319,0.30952380952380953,0.47368421052631576,0.7832080200501252,0.8554285714285715,0.31573809523809526,0.38302380952380943,0.47240476190476194,0.08797619047619047,0.09604761904761905,0.010642857142857147
1803,0.528,0.113,0.019,0.0,0.0,0.0,0.008,0.308,0.321,0.538,0.859,0.075,0.075,0.0,0.132,0.405,3.92,0.432,0.071,0.23000000000000004,0.013000000000000012,0.019,0.264,0.019,0.438,0.855,0.362,0.21052631578947367,0.2222222222222222,0.4327485380116959,0.758888888888889,0.2891111111111111,0.30088888888888893,0.45799999999999996,0.060666666666666674,0.08344444444444443,0.0
1804,0.469,0.219,0.0,0.0,0.031,0.021,0.006,0.313,0.388,0.542,0.93,0.094,0.052,0.021,0.115,0.293,3.77,0.349,1.429,0.22900000000000004,0.07500000000000001,0.042,0.073,0.104,0.423,0.929,0.411,0.2777777777777778,0.5,0.7777777777777778,0.9924146341463415,0.3436829268292683,0.4082439024390245,0.584170731707317,0.10790243902439026,0.09595121951219515,0.02892682926829269
1805,0.312,0.073,0.0,0.01,0.01,0.0,0.0,0.273,0.33,0.341,0.671,0.0,0.146,0.0,0.052,0.312,3.51,0.276,0.583,0.068,0.056999999999999995,0.0,0.125,0.073,0.208,0.694,0.306,0.13333333333333333,0.15384615384615385,0.28717948717948716,0.6207333333333336,0.24835555555555555,0.30437777777777786,0.31635555555555556,0.0024888888888888886,0.1274666666666667,0.0
1806,0.273,0.081,0.03,0.02,0.02,0.0,0.001,0.303,0.366,0.303,0.669,0.01,0.131,0.0,0.0,0.338,3.66,0.277,0.727,0.0,0.063,0.0,0.111,0.081,0.0,0.711,0.319,0.34285714285714286,0.3333333333333333,0.6761904761904762,0.7192000000000002,0.3178000000000001,0.3767333333333333,0.3424666666666667,0.0154,0.1378,0.0
1807,0.538,0.246,0.0,0.031,0.0,0.0,0.011,0.3,0.364,0.583,0.947,0.092,0.108,0.015,0.108,0.289,4.11,0.39,0.5,0.283,0.064,0.077,0.154,0.077,0.389,0.941,0.407,0.5,0.5882352941176471,1.0882352941176472,0.9332500000000001,0.2939285714285714,0.3601071428571429,0.573142857142857,0.09899999999999999,0.084,0.03000000000000001
1808,0.344,0.067,0.056,0.033,0.0,0.0,-0.0,0.295,0.319,0.352,0.671,0.033,0.078,0.0,0.056,0.361,3.83,0.31,0.125,0.056999999999999995,0.02400000000000002,0.0,0.178,0.022,0.192,0.72,0.303,0.35714285714285715,0.44,0.7971428571428572,0.6532857142857144,0.2521428571428571,0.2876666666666667,0.3656190476190477,0.01964285714285715,0.10488095238095241,0.0
1809,0.268,0.134,0.0,0.0,0.021,0.01,-0.0,0.193,0.27,0.295,0.565,0.052,0.052,0.0,0.072,0.203,3.46,0.209,0.7,0.10199999999999998,0.07700000000000001,0.01,0.103,0.072,0.412,0.595,0.267,0.21052631578947367,0.3684210526315789,0.5789473684210527,0.6236285714285715,0.22805714285714287,0.3057714285714286,0.31785714285714284,0.05165714285714286,0.08751428571428573,0.0010571428571428572
1810,0.396,0.154,0.0,0.0,0.0,0.0,0.003,0.299,0.413,0.468,0.881,0.033,0.066,0.0,0.121,0.349,4.25,0.348,1.077,0.16900000000000004,0.11399999999999999,0.011,0.143,0.154,0.478,0.886,0.395,0.2727272727272727,0.3076923076923077,0.5804195804195804,0.7741724137931034,0.251448275862069,0.3502758620689655,0.4238965517241379,0.05086206896551724,0.0653103448275862,0.017448275862068964
1811,0.357,0.196,0.018,0.0,0.0,0.018,0.012,0.295,0.456,0.455,0.911,0.054,0.071,0.018,0.054,0.324,4.09,0.347,1.5,0.16000000000000003,0.16100000000000003,0.036,0.143,0.214,0.231,0.892,0.428,0.3125,0.25,0.5625,0.8197073170731707,0.2764146341463415,0.3582682926829268,0.4614390243902438,0.06397560975609756,0.0772439024390244,0.015243902439024395
1812,0.369,0.092,0.0,0.0,0.0,0.0,-0.003,0.317,0.348,0.381,0.729,0.015,0.123,0.0,0.031,0.345,3.6,0.307,0.286,0.064,0.030999999999999972,0.015,0.108,0.031,0.1,0.703,0.332,0.42857142857142855,0.3333333333333333,0.7619047619047619,0.7507692307692307,0.2885384615384615,0.3494615384615385,0.4013076923076924,0.03200000000000001,0.09523076923076923,0.0
1813,0.32,0.05,0.0,0.0,0.0,0.0,-0.006,0.281,0.343,0.333,0.676,0.04,0.14,0.0,0.03,0.313,3.99,0.275,0.333,0.05199999999999999,0.062,0.01,0.12,0.04,0.111,0.69,0.327,0.40625,0.24,0.64625,0.6788421052631577,0.2733157894736842,0.3336052631578946,0.3452368421052632,0.029157894736842094,0.13084210526315787,0.002921052631578947
1814,0.217,0.13,0.043,0.0,0.0,0.0,0.004,0.244,0.326,0.244,0.5700000000000001,0.043,0.152,0.022,0.0,0.385,4.28,0.308,0.333,0.0,0.08200000000000002,0.0,0.326,0.109,0.0,0.635,0.274,0.5294117647058824,0.9333333333333333,1.4627450980392158,0.64825,0.26175000000000004,0.34325,0.305,0.0505,0.15075,0.021500000000000002
1815,0.282,0.118,0.0,0.012,0.0,0.0,-0.007,0.189,0.294,0.324,0.618,0.082,0.047,0.012,0.071,0.267,4.06,0.302,0.407,0.135,0.10499999999999998,0.024,0.318,0.129,0.429,0.645,0.282,0.36585365853658536,0.4594594594594595,0.8253131179960449,0.6764444444444444,0.24627777777777782,0.33488888888888885,0.34155555555555556,0.062055555555555544,0.09444444444444446,0.004944444444444443
1816,0.269,0.051,0.026,0.0,0.013,0.0,-0.004,0.3,0.367,0.3,0.667,0.0,0.115,0.0,0.0,0.328,3.95,0.267,1.0,0.0,0.067,0.0,0.09,0.09,0.0,0.707,0.317,0.43333333333333335,0.5384615384615384,0.9717948717948718,0.7288333333333331,0.2942222222222222,0.36383333333333334,0.365,0.015861111111111114,0.08186111111111113,0.0
1817,0.481,0.177,0.0,0.0,0.0,0.0,0.004,0.315,0.367,0.521,0.888,0.114,0.101,0.038,0.127,0.368,3.57,0.388,0.429,0.20600000000000002,0.05199999999999999,0.025,0.177,0.076,0.435,0.886,0.382,0.5,1.0,1.5,0.9438636363636362,0.31206818181818174,0.38834090909090907,0.5555227272727273,0.12113636363636364,0.07988636363636363,0.03590909090909089
1818,0.323,0.081,0.0,0.0,0.0,0.0,-0.003,0.246,0.306,0.351,0.657,0.032,0.113,0.016,0.065,0.277,4.03,0.271,0.556,0.10499999999999998,0.06,0.016,0.145,0.081,0.286,0.669,0.295,0.23076923076923078,0.46153846153846156,0.6923076923076923,0.8918888888888888,0.3144444444444445,0.37000000000000005,0.5218888888888888,0.038777777777777786,0.11588888888888887,0.012555555555555556
1819,0.5,0.152,0.018,0.0,0.018,0.0,0.004,0.365,0.429,0.538,0.9670000000000001,0.089,0.152,0.018,0.107,0.389,3.83,0.393,0.462,0.17300000000000004,0.064,0.027,0.116,0.054,0.316,0.979,0.446,0.16,0.047619047619047616,0.20761904761904762,0.9852820512820514,0.30874358974358973,0.4141538461538461,0.5711282051282052,0.10933333333333341,0.08271794871794871,0.030923076923076935
1820,0.324,0.147,0.0,0.0,0.02,0.0,-0.0,0.29,0.333,0.355,0.688,0.078,0.108,0.0,0.039,0.356,3.77,0.325,0.333,0.065,0.04300000000000004,0.01,0.206,0.069,0.148,0.711,0.308,0.35,0.35294117647058826,0.7029411764705882,0.7093125,0.28231249999999997,0.3530625,0.35625,0.060499999999999984,0.10356250000000002,0.0
1821,0.306,0.092,0.0,0.0,0.031,0.01,0.002,0.318,0.378,0.353,0.731,0.041,0.173,0.0,0.031,0.338,3.1,0.292,1.25,0.034999999999999976,0.06,0.0,0.082,0.102,0.111,0.76,0.335,0.4864864864864865,0.53125,1.0177364864864864,0.8756562499999999,0.33396875,0.39993749999999995,0.47571874999999997,0.05750000000000001,0.14140624999999998,0.009531250000000002
1822,0.393,0.205,0.0,0.0,0.026,0.0,0.006,0.307,0.381,0.455,0.8360000000000001,0.043,0.128,0.009,0.06,0.297,3.91,0.318,1.444,0.14800000000000002,0.07400000000000001,0.034,0.077,0.111,0.226,0.856,0.369,0.375,0.5357142857142857,0.9107142857142857,0.7515609756097559,0.2650975609756097,0.34326829268292675,0.4082926829268293,0.06809756097560977,0.08863414634146344,0.009731707317073176
1823,0.578,0.174,0.037,0.0,0.0,0.0,0.009,0.34,0.369,0.594,0.963,0.083,0.073,0.018,0.138,0.357,3.62,0.41,0.188,0.25399999999999995,0.02899999999999997,0.055,0.147,0.028,0.417,0.962,0.417,0.2631578947368421,0.3888888888888889,0.652046783625731,0.8648181818181818,0.28154545454545454,0.34240909090909094,0.5224090909090908,0.08477272727272728,0.08222727272727273,0.026727272727272742
1824,0.258,0.097,0.054,0.0,0.0,0.0,0.002,0.247,0.287,0.27,0.5569999999999999,0.011,0.129,0.0,0.011,0.314,3.92,0.26,0.211,0.02300000000000002,0.03999999999999998,0.0,0.204,0.043,0.045,0.61,0.259,0.2222222222222222,0.20454545454545456,0.4267676767676768,0.5840937500000001,0.24174999999999996,0.29434374999999996,0.28974999999999995,0.009343750000000001,0.10703125,0.0
1825,0.354,0.106,0.035,0.0,0.009,0.0,0.006,0.279,0.327,0.385,0.712,0.027,0.097,0.0,0.071,0.309,4.06,0.285,0.727,0.10599999999999998,0.04799999999999999,0.0,0.097,0.071,0.276,0.739,0.315,0.25,0.42105263157894735,0.6710526315789473,0.8107,0.30995,0.38054999999999994,0.4301500000000001,0.037850000000000016,0.1068,0.00165
1826,0.447,0.094,0.047,0.0,0.0,0.0,0.003,0.351,0.425,0.494,0.919,0.047,0.082,0.0,0.118,0.435,3.82,0.402,0.533,0.14300000000000002,0.07400000000000001,0.0,0.176,0.094,0.37,0.935,0.415,0.2857142857142857,0.3684210526315789,0.6541353383458646,0.9485714285714286,0.34085714285714286,0.41314285714285715,0.5354285714285714,0.05528571428571428,0.07585714285714286,0.017285714285714286
1827,0.299,0.13,0.026,0.0,0.013,0.0,-0.006,0.257,0.273,0.311,0.5840000000000001,0.091,0.13,0.013,0.052,0.322,3.77,0.283,0.125,0.05399999999999999,0.016000000000000014,0.0,0.208,0.026,0.211,0.605,0.258,0.4,0.42857142857142855,0.8285714285714285,0.74971875,0.2811875,0.33693750000000006,0.41278125000000004,0.06178125000000001,0.10115625000000003,0.007031250000000001
1828,0.362,0.145,0.0,0.0,0.0,0.0,0.007,0.312,0.397,0.391,0.788,0.058,0.145,0.0,0.043,0.345,4.43,0.312,0.625,0.07900000000000001,0.08500000000000002,0.014,0.116,0.072,0.15,0.791,0.382,0.5416666666666666,0.375,0.9166666666666666,0.7586052631578947,0.2975526315789474,0.3784473684210527,0.38015789473684225,0.049526315789473675,0.09760526315789474,0.0020789473684210526
1829,0.44,0.147,0.0,0.0,0.027,0.0,0.001,0.271,0.329,0.471,0.8,0.08,0.08,0.027,0.08,0.259,3.97,0.323,0.3,0.19999999999999996,0.057999999999999996,0.053,0.133,0.04,0.316,0.816,0.362,0.2,0.07692307692307693,0.27692307692307694,0.8485681818181816,0.2959090909090908,0.34600000000000003,0.5025681818181817,0.09122727272727273,0.10772727272727273,0.03652272727272725
1830,0.463,0.204,0.019,0.0,0.028,0.009,0.005,0.299,0.355,0.515,0.87,0.083,0.074,0.0,0.083,0.274,3.66,0.339,0.8,0.21600000000000003,0.055999999999999994,0.056,0.093,0.074,0.31,0.881,0.38,0.2553191489361702,0.42857142857142855,0.6838905775075987,0.8598809523809524,0.30285714285714294,0.3709047619047619,0.48897619047619045,0.08088095238095239,0.08690476190476189,0.015357142857142863
1831,0.214,0.071,0.0,0.043,0.029,0.0,-0.013,0.233,0.314,0.25,0.5640000000000001,0.029,0.157,0.0,0.014,0.28,3.87,0.24,0.667,0.016999999999999987,0.08099999999999999,0.0,0.171,0.114,0.071,0.63,0.267,0.4,0.4117647058823529,0.8117647058823529,0.6834651162790698,0.25160465116279074,0.31851162790697685,0.364953488372093,0.05804651162790696,0.10753488372093023,0.00904651162790698
1832,0.349,0.096,0.06,0.0,0.0,0.0,0.006,0.282,0.393,0.408,0.8009999999999999,0.012,0.133,0.0,0.072,0.297,4.2,0.288,2.0,0.126,0.11100000000000004,0.012,0.072,0.145,0.3,0.817,0.367,0.18518518518518517,0.25925925925925924,0.4444444444444444,0.6704324324324326,0.27016216216216216,0.343054054054054,0.3273783783783783,0.01186486486486487,0.11429729729729732,0.0
1833,0.321,0.16,0.0,0.012,0.012,0.0,0.001,0.212,0.376,0.394,0.77,0.111,0.037,0.0,0.062,0.208,4.77,0.269,1.273,0.18200000000000002,0.164,0.037,0.136,0.173,0.357,0.793,0.368,0.2857142857142857,0.42105263157894735,0.706766917293233,0.72471875,0.24934374999999998,0.3448437500000001,0.379875,0.08028124999999998,0.09390624999999998,0.008906250000000004
1834,0.333,0.067,0.067,0.0,0.017,0.0,0.005,0.302,0.367,0.377,0.744,0.033,0.117,0.017,0.05,0.381,3.97,0.341,0.5,0.07500000000000001,0.065,0.0,0.2,0.1,0.188,0.812,0.334,0.4473684210526316,0.4375,0.8848684210526316,0.7351666666666666,0.28150000000000003,0.33123809523809516,0.40392857142857136,0.04278571428571428,0.10492857142857147,0.007333333333333335
1835,0.707,0.232,0.012,0.0,0.012,0.012,0.007,0.36,0.417,0.773,1.19,0.195,0.085,0.085,0.159,0.333,3.7,0.498,0.462,0.41300000000000003,0.056999999999999995,0.11,0.159,0.073,0.481,1.165,0.505,0.4318181818181818,0.5142857142857142,0.9461038961038961,0.9794999999999999,0.30542857142857144,0.3773571428571429,0.6021428571428571,0.15242857142857144,0.07142857142857142,0.06214285714285713
1836,0.438,0.125,0.0,0.0,0.0,0.012,0.008,0.344,0.488,0.547,1.0350000000000001,0.112,0.125,0.038,0.1,0.408,4.09,0.422,1.231,0.20300000000000007,0.14400000000000002,0.025,0.163,0.2,0.364,1.018,0.472,0.45,0.48484848484848486,0.9348484848484848,0.9819047619047618,0.3269285714285714,0.414595238095238,0.5673095238095238,0.12857142857142856,0.10261904761904768,0.0413095238095238
1837,0.398,0.074,0.028,0.0,0.0,0.0,0.001,0.37,0.438,0.43,0.868,0.019,0.185,0.0,0.046,0.416,3.94,0.353,0.727,0.06,0.068,0.0,0.102,0.074,0.135,0.869,0.408,0.35,0.4444444444444444,0.7944444444444444,0.8318857142857142,0.32448571428571416,0.4096857142857143,0.4222,0.040371428571428544,0.14134285714285716,0.003828571428571428
1838,0.363,0.099,0.055,0.022,0.011,0.0,0.003,0.275,0.359,0.412,0.7709999999999999,0.088,0.077,0.033,0.088,0.318,4.45,0.317,0.714,0.13699999999999996,0.08399999999999996,0.011,0.154,0.11,0.364,0.82,0.346,0.45,0.3125,0.7625,0.7867999999999999,0.28431111111111107,0.3540888888888889,0.43271111111111105,0.0760888888888889,0.09822222222222224,0.017511111111111113
1839,0.283,0.067,0.0,0.0,0.0,0.0,-0.004,0.212,0.317,0.327,0.644,0.017,0.133,0.0,0.067,0.204,3.42,0.212,4.0,0.11500000000000002,0.10500000000000001,0.017,0.033,0.133,0.364,0.667,0.295,0.2857142857142857,0.19444444444444445,0.4801587301587301,0.7228148148148149,0.28614814814814815,0.3652592592592592,0.35755555555555557,0.022333333333333337,0.14507407407407408,0.0
1840,0.358,0.057,0.0,0.0,0.0,0.038,-0.009,0.265,0.321,0.388,0.7090000000000001,0.057,0.075,0.019,0.075,0.279,3.19,0.277,0.8,0.123,0.055999999999999994,0.019,0.094,0.075,0.308,0.698,0.326,0.4444444444444444,0.6296296296296297,1.074074074074074,0.7795000000000001,0.30325,0.3420625,0.4374374999999999,0.07424999999999998,0.11975000000000002,0.0213125
1841,0.385,0.205,0.026,0.0,0.026,0.0,-0.002,0.229,0.317,0.429,0.746,0.051,0.103,0.0,0.103,0.241,3.64,0.293,0.5,0.19999999999999998,0.088,0.026,0.154,0.077,0.5,0.786,0.34,0.16666666666666666,0.14814814814814814,0.31481481481481477,0.665,0.20299999999999999,0.2823333333333334,0.38266666666666665,0.04133333333333333,0.08933333333333333,0.0
1842,0.438,0.15,0.025,0.0,0.025,0.0,0.009,0.333,0.358,0.467,0.825,0.025,0.112,0.0,0.062,0.338,3.64,0.329,0.6,0.134,0.024999999999999967,0.013,0.062,0.037,0.2,0.845,0.36,0.45454545454545453,0.48717948717948717,0.9417249417249417,0.8851052631578947,0.34421052631578947,0.38947368421052636,0.4956315789473684,0.052421052631578965,0.14136842105263156,0.008710526315789478
1843,0.293,0.121,0.017,0.034,0.017,0.0,-0.005,0.26,0.345,0.34,0.685,0.017,0.138,0.0,0.034,0.273,3.74,0.264,1.167,0.08000000000000002,0.08499999999999996,0.017,0.103,0.121,0.154,0.738,0.313,0.3,0.5172413793103449,0.8172413793103448,0.7309310344827586,0.27231034482758615,0.3524137931034483,0.37851724137931037,0.033689655172413804,0.12427586206896551,0.0056896551724137925
1844,0.391,0.126,0.057,0.0,0.011,0.011,0.008,0.286,0.42,0.486,0.9059999999999999,0.126,0.057,0.011,0.092,0.283,3.98,0.326,2.0,0.2,0.134,0.034,0.092,0.184,0.4,0.921,0.408,0.3333333333333333,0.375,0.7083333333333333,0.9852105263157893,0.3272368421052631,0.4108947368421052,0.5743157894736842,0.1012105263157895,0.09442105263157897,0.017526315789473695
1845,0.492,0.143,0.0,0.016,0.0,0.0,0.005,0.281,0.379,0.544,0.923,0.048,0.127,0.016,0.111,0.267,4.13,0.353,0.75,0.263,0.09799999999999998,0.063,0.127,0.095,0.438,0.918,0.416,0.3103448275862069,0.28,0.5903448275862069,0.8005500000000001,0.26572499999999993,0.34314999999999996,0.4573999999999999,0.07547499999999997,0.09542500000000002,0.029825
1846,0.417,0.153,0.042,0.028,0.0,0.0,0.014,0.303,0.37,0.455,0.825,0.056,0.111,0.0,0.111,0.38,3.82,0.373,0.4,0.15200000000000002,0.067,0.014,0.208,0.083,0.4,0.848,0.368,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.7149487179487177,0.2635128205128206,0.3216923076923076,0.3932564102564102,0.039846153846153844,0.1005897435897436,0.0004358974358974359
1847,0.328,0.134,0.0,0.0,0.015,0.0,-0.003,0.246,0.319,0.361,0.6799999999999999,0.06,0.075,0.0,0.075,0.298,4.16,0.3,0.357,0.11499999999999999,0.07300000000000001,0.015,0.209,0.075,0.333,0.703,0.314,0.30303030303030304,0.26666666666666666,0.5696969696969697,0.7690769230769231,0.28600000000000003,0.35379487179487185,0.4152820512820513,0.06217948717948719,0.10517948717948716,0.015256410256410256
1848,0.425,0.175,0.025,0.012,0.05,0.0,0.005,0.3,0.354,0.486,0.84,0.1,0.125,0.025,0.088,0.31,3.73,0.363,0.462,0.186,0.05399999999999999,0.037,0.163,0.075,0.333,0.882,0.365,0.4,0.6666666666666666,1.0666666666666667,0.953093023255814,0.3237209302325581,0.40088372093023245,0.5522093023255814,0.09058139534883722,0.10037209302325584,0.024883720930232566
1849,0.304,0.196,0.0,0.036,0.0,0.0,-0.001,0.212,0.268,0.327,0.595,0.071,0.071,0.0,0.054,0.222,3.84,0.23,0.667,0.11500000000000002,0.05600000000000002,0.018,0.107,0.071,0.273,0.61,0.265,0.42105263157894735,0.47058823529411764,0.891640866873065,0.535090909090909,0.21627272727272728,0.2598181818181818,0.27527272727272734,0.05081818181818181,0.059363636363636355,0.0
1850,0.202,0.036,0.048,0.012,0.0,0.0,-0.008,0.195,0.287,0.221,0.508,0.024,0.083,0.0,0.024,0.227,3.61,0.191,0.636,0.025999999999999995,0.09199999999999997,0.0,0.131,0.083,0.133,0.581,0.256,0.375,0.3333333333333333,0.7083333333333333,0.6061111111111112,0.22988888888888892,0.30244444444444446,0.30366666666666675,0.03211111111111112,0.07388888888888889,0.0012222222222222222
1851,0.317,0.095,0.0,0.032,0.0,0.0,-0.009,0.2,0.262,0.333,0.595,0.048,0.079,0.0,0.063,0.234,3.84,0.25,0.25,0.133,0.062,0.016,0.19,0.048,0.333,0.619,0.273,0.3157894736842105,0.4444444444444444,0.7602339181286549,0.6211818181818182,0.20681818181818182,0.26772727272727276,0.35345454545454547,0.047999999999999994,0.08700000000000001,0.0029090909090909093
1852,0.513,0.154,0.051,0.0,0.0,0.0,0.012,0.389,0.436,0.556,0.992,0.026,0.128,0.0,0.103,0.448,3.87,0.433,0.5,0.16700000000000004,0.046999999999999986,0.026,0.154,0.077,0.286,1.012,0.432,0.375,0.2727272727272727,0.6477272727272727,0.7693043478260868,0.2877391304347826,0.3965217391304348,0.3727826086956522,0.02247826086956523,0.10526086956521741,0.0
